2024-09-04,01:56,144266,2,0,0,0.5,26,2
2024-09-04,01:56,144267,0,0,0,0,30,2
2024-09-04,01:56,144269,0,4,2,2,26,2
2024-09-04,01:56,144269,1,1,0.5,1,23,2
2024-09-04,01:58,144271,3,0,0,0.6,25,1
2024-09-04,01:58,144272,0,6,2.4,2.4,25,2
2024-09-04,01:59,144272,1,1,0.5,1.2,27,1
2024-09-04,02:02,144300,2,7,3,3.6,29,0
2024-09-04,02:02,144300,3,0,0,3.6,31,1
2024-09-04,02:02,144301,0,1,0.5,0.5,30,1
2024-09-04,02:03,144301,1,1,0.5,0.25,29,1
2024-09-04,02:03,144301,2,3,1.6,0.4,33,1
2024-09-04,02:03,144301,3,5,2.2,0.88,37,2
2024-09-04,02:03,144301,4,1,0.5,0.44,35,2
2024-09-04,02:03,144301,5,5,2.2,0.96,35,2
2024-09-04,02:03,144301,6,4,2,1.93,37,2
2024-09-04,02:03,144301,7,1,0.5,0.96,39,2
2024-09-04,02:04,144301,8,0,0,0.96,34,1
2024-09-04,02:04,144303,0,0,0,0,34,1
2024-09-04,02:04,144305,0,0,0,0,31,1
2024-09-04,02:04,144307,0,0,0,0,29,2
2024-09-04,02:04,144310,0,99,1,1,29,2
2024-09-04,02:04,144310,1,0,0,1,29,2
2024-09-04,02:05,144317,0,0,0,0,31,2
2024-09-04,02:05,144319,0,5,2.2,2.2,32,1
2024-09-04,02:05,144319,1,1,0.5,1.1,31,1
2024-09-04,02:05,144319,2,1,0.5,0.55,26,1
2024-09-04,02:05,144319,3,1,0.5,0.27,28,1
2024-09-04,02:05,144319,4,3,1.6,0.44,34,1
2024-09-04,02:05,144319,5,0,0,0.44,33,2
2024-09-04,02:06,144320,0,1,0.5,0.5,34,1
2024-09-04,02:06,144320,1,1,0.5,0.25,32,1
2024-09-04,02:06,144320,2,0,0,0.25,30,1
2024-09-04,02:06,144321,0,4,2,2,28,1
2024-09-04,02:06,144321,1,2,1.2,2.4,28,1
2024-09-04,02:06,144321,2,0,0,2.4,29,2
2024-09-04,02:07,144323,0,0,0,0,30,2
2024-09-04,02:07,144324,0,99,1,1,33,2
2024-09-04,02:07,144324,1,3,1.6,1.6,35,2
2024-09-04,02:07,144324,2,0,0,1.6,34,2
2024-09-04,02:07,144328,0,1,0.5,0.5,36,2
2024-09-04,02:08,144329,1,0,0,2.4,34,1
2024-09-04,02:08,144331,0,5,2.2,2.2,30,1
2024-09-04,02:08,144331,1,1,0.5,1.1,31,1
2024-09-04,02:08,144331,2,0,0,1.1,32,2
2024-09-04,02:09,144332,0,3,1.6,1.6,30,2
2024-09-04,02:09,144332,1,2,1.2,1.92,29,2
2024-09-04,02:09,144332,2,1,0.5,0.96,36,2
2024-09-04,02:09,144332,3,99,1,0.96,36,2
2024-09-04,02:09,144332,4,2,1.2,1.15,35,2
2024-09-04,02:09,144332,5,1,0.5,0.57,37,2
2024-09-04,02:10,144332,6,1,0.5,0.28,36,2
2024-09-04,02:10,144332,7,0,0,0.28,38,2
2024-09-04,02:10,144333,0,1,0.5,0.5,39,2
2024-09-04,02:10,144333,1,2,1.2,0.6,40,2
2024-09-04,02:10,144333,2,5,2.2,1.32,37,1
2024-09-04,02:10,144333,3,5,2.2,2.9,38,1
2024-09-04,02:10,144333,4,2,1.2,3.48,39,1
2024-09-04,02:11,144333,5,99,1,3.48,33,1
2024-09-04,02:11,144333,6,0,0,3.48,40,1
2024-09-04,02:11,144339,0,0,0,0,37,1
2024-09-04,02:11,144341,0,1,0.5,0.5,34,1
2024-09-04,02:11,144341,1,4,2,1,35,1
2024-09-04,02:11,144341,2,5,2.2,2.2,35,1
2024-09-04,02:12,144341,3,1,0.5,1.1,33,1
2024-09-04,02:12,144341,4,1,0.5,0.55,36,1
2024-09-04,02:12,144341,5,5,2.2,1.21,33,1
2024-09-04,02:12,144341,6,3,1.6,1.93,32,1
2024-09-04,02:12,144341,7,1,0.5,0.96,32,1
2024-09-04,02:12,144341,8,2,1.2,1.16,32,1
2024-09-04,02:12,144341,9,2,1.2,1.39,34,1
2024-09-04,02:13,144341,10,0,0,1.39,34,1
2024-09-04,02:13,144344,0,6,2.4,2.4,38,1
2024-09-04,02:13,144344,1,1,0.5,1.2,35,1
2024-09-04,02:13,144344,2,1,0.5,0.6,34,1
2024-09-04,02:13,144344,3,0,0,0.6,33,1
2024-09-04,02:13,144351,0,5,2.2,2.2,31,1
2024-09-04,02:13,144351,1,4,2,4.4,31,1
2024-09-04,02:14,144351,2,9,5,22,31,1
2024-09-04,02:14,144351,3,99,1,22,32,1
2024-09-04,02:14,144351,4,0,0,22,30,1
2024-09-04,02:14,144356,0,99,1,1,30,1
2024-09-04,02:14,144356,1,1,0.5,0.5,33,1
2024-09-04,02:14,144356,2,2,1.2,0.6,32,1
2024-09-04,02:15,144356,3,1,0.5,0.3,31,1
2024-09-04,02:15,144356,4,5,2.2,0.66,33,1
2024-09-04,02:15,144356,5,0,0,0.66,36,1
2024-09-04,02:15,144358,0,0,0,0,37,1
2024-09-04,02:15,144364,0,4,2,2,35,1
2024-09-04,02:15,144364,1,0,0,2,37,1
2024-09-04,02:16,144367,0,2,1.2,1.2,37,1
2024-09-04,02:16,144367,1,0,0,1.2,42,1
2024-09-04,02:16,144370,0,3,1.6,1.6,40,1
2024-09-04,02:16,144370,1,1,0.5,0.8,37,1
2024-09-04,02:16,144370,2,1,0.5,0.4,40,1
2024-09-04,02:16,144370,3,99,1,0.4,39,1
2024-09-04,02:16,144370,4,5,2.2,0.88,38,1
2024-09-04,02:17,144370,5,7,3,2.64,36,1
2024-09-04,02:17,144370,6,1,0.5,1.32,37,1
2024-09-04,02:17,144370,7,2,1.2,1.58,39,1
2024-09-04,02:17,144370,8,0,0,1.58,40,1
2024-09-04,02:17,144377,0,0,0,0,38,1
2024-09-04,02:17,144378,0,3,1.6,1.6,34,1
2024-09-04,02:18,144378,1,3,1.6,2.56,35,1
2024-09-04,02:18,144378,2,2,1.2,3.07,35,1
2024-09-04,02:18,144378,3,0,0,3.07,35,1
2024-09-04,02:18,144380,0,1,0.5,0.5,37,1
2024-09-04,02:18,144380,1,1,0.5,0.25,34,1
2024-09-04,02:18,144380,2,1,0.5,0.12,34,1
2024-09-04,02:18,144380,3,6,2.4,0.3,33,1
2024-09-04,02:19,144380,4,1,0.5,0.15,32,1
2024-09-04,02:19,144380,5,5,2.2,0.33,33,1
2024-09-04,02:19,144380,6,2,1.2,0.39,35,1
2024-09-04,02:19,144380,7,1,0.5,0.19,37,1
2024-09-04,02:19,144380,8,0,0,0.19,38,1
2024-09-04,02:19,144383,0,99,1,1,37,1
2024-09-04,02:19,144383,1,0,0,1,37,1
2024-09-04,02:20,144387,0,5,2.2,2.2,41,1
2024-09-04,02:20,144387,1,99,1,2.2,42,1
2024-09-04,02:20,144387,2,99,1,2.2,45,2
2024-09-04,02:20,144387,3,5,2.2,4.84,47,1
2024-09-04,02:20,144387,4,4,2,9.68,47,2
2024-09-04,02:20,144387,5,1,0.5,4.84,47,2
2024-09-04,02:21,144387,6,1,0.5,2.42,48,2
2024-09-04,02:21,144387,7,1,0.5,1.21,48,1
2024-09-04,02:21,144387,8,0,0,1.21,49,1
2024-09-04,02:21,144389,0,0,0,0,47,1
2024-09-04,02:21,144393,0,1,0.5,0.5,46,1
2024-09-04,02:21,144393,1,6,2.4,1.2,46,1
2024-09-04,02:21,144393,2,1,0.5,0.6,41,1
2024-09-04,02:22,144393,3,2,1.2,0.72,39,1
2024-09-04,02:22,144393,4,5,2.2,1.58,43,1
2024-09-04,02:22,144393,5,0,0,1.58,40,1
2024-09-04,02:22,144399,0,99,1,1,40,1
